name,attribute,class,type,ban_tcg,ban_ocg
Fury of Thunder,NA,Yami Yugi,Skill Card,NA,NA
Fuse Line,NA,Normal,Trap Card,NA,NA
Fushi No Tori,FIRE,Winged Beast,Spirit Monster,NA,NA
Fushioh Richie,DARK,Zombie,Effect Monster,NA,NA
"Fusilier Dragon, the Dual-Mode Beast",DARK,Machine,Effect Monster,NA,NA
Fusion Conscription,NA,Normal,Spell Card,NA,NA
Fusion Deployment,NA,Normal,Spell Card,NA,NA
Fusion Destiny,NA,Normal,Spell Card,NA,NA
Fusion Devourer,DARK,Fiend,Effect Monster,NA,NA
Fusion Fright Waltz,NA,Normal,Trap Card,NA,NA
Fusion Gate,NA,Field,Spell Card,NA,NA
Fusion Guard,NA,Counter,Trap Card,NA,NA
Fusion of Fire,NA,Normal,Spell Card,NA,NA
Fusion Parasite,DARK,Insect,Effect Monster,NA,NA
Fusion Party!,NA,Christine,Skill Card,NA,NA
Fusion Recovery,NA,Normal,Spell Card,NA,NA
Fusion Recycling Plant,NA,Field,Spell Card,NA,NA
Fusion Reserve,NA,Normal,Trap Card,NA,NA
Fusion Sage,NA,Normal,Spell Card,NA,NA
Fusion Substitute,NA,Normal,Spell Card,NA,NA
Fusion Sword Murasame Blade,NA,Equip,Spell Card,NA,NA
Fusion Tag,NA,Normal,Spell Card,NA,NA
Fusion Weapon,NA,Equip,Spell Card,NA,NA
Fusionist,EARTH,Beast,Fusion Monster,NA,NA
Future Drive,NA,Quick-Play,Spell Card,NA,NA
Future Fusion,NA,Continuous,Spell Card,NA,NA
Future Glow,NA,Continuous,Spell Card,NA,NA
Future Samurai,LIGHT,Warrior,Gemini Monster,NA,NA
Future Visions,NA,Field,Spell Card,NA,NA
G.B. Hunter,EARTH,Warrior,Effect Monster,NA,NA
Gaap the Divine Soldier,DARK,Fiend,Effect Monster,NA,NA
"Gabrion, the Timelord",WATER,Fairy,Effect Monster,NA,NA
Gachi Gachi Gantetsu,EARTH,Rock,XYZ Monster,NA,NA
"Gadarla, the Mystery Dust Kaiju",WIND,Insect,Effect Monster,NA,NA
Gadget Arms,WATER,Machine,Flip Effect Monster,NA,NA
Gadget Driver,EARTH,Machine,Effect Monster,NA,NA
Gadget Hauler,EARTH,Machine,Effect Monster,NA,NA
Gadget Soldier,FIRE,Machine,Normal Monster,NA,NA
Gagaga Academy Emergency Network,NA,Normal,Spell Card,NA,NA
Gagaga Caesar,EARTH,Warrior,Effect Monster,NA,NA
Gagaga Child,DARK,Spellcaster,Effect Monster,NA,NA
Gagaga Clerk,EARTH,Warrior,Effect Monster,NA,NA
Gagaga Cowboy,EARTH,Warrior,XYZ Monster,NA,NA
Gagaga Gardna,EARTH,Warrior,Effect Monster,NA,NA
Gagaga Girl,DARK,Spellcaster,Effect Monster,NA,NA
Gagaga Head,DARK,Spellcaster,Effect Monster,NA,NA
Gagaga Magician,DARK,Spellcaster,Effect Monster,NA,NA
Gagaga Mancer,DARK,Spellcaster,Effect Monster,NA,NA
Gagaga Samurai,EARTH,Warrior,XYZ Monster,NA,NA
Gagaga Sister,DARK,Spellcaster,Effect Monster,NA,NA
Gagagaback,NA,Quick-Play,Spell Card,NA,NA
Gagagabolt,NA,Normal,Spell Card,NA,NA
Gagagadraw,NA,Normal,Spell Card,NA,NA
Gagagaga Magician,DARK,Spellcaster,XYZ Monster,NA,NA
Gagagaguard,NA,Normal,Trap Card,NA,NA
Gagagarevenge,NA,Equip,Spell Card,NA,NA
Gagagarush,NA,Normal,Trap Card,NA,NA
Gagagashield,NA,Normal,Trap Card,NA,NA
Gagagatag,NA,Normal,Spell Card,NA,NA
Gagagawind,NA,Normal,Spell Card,NA,NA
Gagagigo,WATER,Reptile,Normal Monster,NA,NA
Gagagigo the Risen,WATER,Reptile,XYZ Monster,NA,NA
"Gaia Dragon, the Thunder Charger",WIND,Dragon,XYZ Monster,NA,NA
"Gaia Drake, the Universal Force",EARTH,Beast-Warrior,Fusion Monster,NA,NA
"Gaia Knight, the Force of Earth",EARTH,Warrior,Synchro Monster,NA,NA
Gaia Plate the Earth Giant,EARTH,Rock,Effect Monster,NA,NA
Gaia Power,NA,Field,Spell Card,NA,NA
"Gaia Saber, the Lightning Shadow",EARTH,Machine,Link Monster,NA,NA
Gaia Soul the Combustible Collective,FIRE,Pyro,Effect Monster,NA,NA
Gaia the Dragon Champion,WIND,Dragon,Fusion Monster,NA,NA
Gaia The Fierce Knight,EARTH,Warrior,Normal Monster,NA,NA
Gaia the Fierce Knight Origin,EARTH,Warrior,Effect Monster,NA,NA
Gaia the Magical Knight,LIGHT,Warrior,Effect Monster,NA,NA
Gaia the Magical Knight of Dragons,WIND,Dragon,Fusion Monster,NA,NA
"Gaia, the Mid-Knight Sun",LIGHT,Warrior,Effect Monster,NA,NA
"Gaia, the Polar Knight",DARK,Warrior,Effect Monster,NA,NA
Galactic Charity,NA,Normal,Spell Card,NA,NA
Galactic Spiral Dragon,DARK,Dragon,Effect Monster,NA,NA
"Galatea, the Orcust Automaton",DARK,Machine,Link Monster,NA,Limited
Galaxy Brave,LIGHT,Warrior,Effect Monster,NA,NA
Galaxy Cleric,LIGHT,Spellcaster,Effect Monster,NA,NA
Galaxy Cyclone,NA,Normal,Spell Card,NA,NA
Galaxy Dragon,LIGHT,Dragon,Effect Monster,NA,NA
Galaxy Expedition,NA,Normal,Spell Card,NA,NA
Galaxy Knight,LIGHT,Warrior,Effect Monster,NA,NA
Galaxy Mirror Sage,LIGHT,Spellcaster,Flip Effect Monster,NA,NA
Galaxy Queen's Light,NA,Normal,Spell Card,NA,NA
Galaxy Satellite Dragon,DARK,Dragon,Link Monster,NA,NA
Galaxy Serpent,LIGHT,Dragon,Normal Tuner Monster,NA,NA
Galaxy Soldier,LIGHT,Machine,Effect Monster,NA,NA
Galaxy Stealth Dragon,DARK,Dragon,XYZ Monster,NA,NA
Galaxy Storm,NA,Quick-Play,Spell Card,NA,NA
Galaxy Trance,NA,Normal,Spell Card,NA,NA
Galaxy Tyranno,LIGHT,Dinosaur,Effect Monster,NA,NA
Galaxy Wave,NA,Continuous,Spell Card,NA,NA
Galaxy Wizard,LIGHT,Spellcaster,Effect Monster,NA,NA
Galaxy Worm,LIGHT,Insect,Effect Monster,NA,NA
Galaxy Zero,NA,Equip,Spell Card,NA,NA
Galaxy-Eyes Afterglow Dragon,LIGHT,Dragon,Effect Monster,NA,NA
Galaxy-Eyes Cipher Blade Dragon,LIGHT,Dragon,XYZ Monster,NA,NA
Galaxy-Eyes Cipher Dragon,LIGHT,Dragon,XYZ Monster,NA,NA
Galaxy-Eyes Cipher Ex Dragon,LIGHT,Dragon,XYZ Monster,NA,NA
Galaxy-Eyes Cloudragon,LIGHT,Dragon,Effect Monster,NA,NA
Galaxy-Eyes Full Armor Photon Dragon,LIGHT,Dragon,XYZ Monster,NA,NA
Galaxy-Eyes Photon Dragon,LIGHT,Dragon,Effect Monster,NA,NA
Galaxy-Eyes Solflare Dragon,LIGHT,Dragon,Link Monster,NA,NA
Gale Dogra,EARTH,Insect,Effect Monster,NA,NA
Gale Lizard,WATER,Reptile,Flip Effect Monster,NA,NA
Gallant Granite,EARTH,Rock,XYZ Monster,NA,NA
Gallis the Star Beast,EARTH,Beast,Effect Monster,NA,NA
Galloping Gaia,NA,Field,Spell Card,NA,NA
Gamble,NA,Normal,Trap Card,NA,NA
Gambler of Legend,DARK,Spellcaster,Effect Monster,NA,NA
"Gameciel, the Sea Turtle Kaiju",WATER,Aqua,Effect Monster,NA,NA
Gamma The Electromagnet Warrior,EARTH,Rock,Effect Monster,NA,NA
Gamma the Magnet Warrior,EARTH,Rock,Normal Monster,NA,NA
Gamushara,NA,Normal,Trap Card,NA,NA
Ganbara Knight,LIGHT,Warrior,Effect Monster,NA,NA
Ganbara Lancer,LIGHT,Warrior,Effect Monster,NA,NA
Gandora Giga Rays the Dragon of Destruction,DARK,Dragon,Effect Monster,NA,NA
Gandora the Dragon of Destruction,DARK,Dragon,Effect Monster,NA,NA
Gandora-X the Dragon of Demolition,DARK,Dragon,Effect Monster,NA,Banned
Ganigumo,EARTH,Insect,Normal Monster,NA,NA
Garbage Collector,WIND,Cyberse,Effect Monster,NA,NA
Garbage Lord,DARK,Fiend,Effect Monster,NA,NA
Garbage Ogre,DARK,Fiend,Effect Monster,NA,NA
Garden Rose Flora,LIGHT,Plant,Synchro Monster,NA,NA
Garden Rose Maiden,DARK,Plant,Synchro Monster,NA,NA
"Garlandolf, King of Destruction",DARK,Fiend,Ritual Effect Monster,NA,NA
Garma Sword,DARK,Warrior,Ritual Monster,NA,NA
Garma Sword Oath,NA,Ritual,Spell Card,NA,NA
Garmr of the Nordic Beasts,DARK,Beast,Effect Monster,NA,NA
Garnecia Elefantis,EARTH,Beast-Warrior,Normal Monster,NA,NA
Garoozis,FIRE,Beast-Warrior,Normal Monster,NA,NA
"Garoth, Lightsworn Warrior",LIGHT,Warrior,Effect Monster,NA,NA
Garuda the Wind Spirit,WIND,Winged Beast,Effect Monster,NA,NA
Garum the Storm Vassal,WIND,Winged Beast,Effect Monster,NA,NA
Garvas,EARTH,Beast,Normal Monster,NA,NA
Gash the Dust Lord,DARK,Fiend,Effect Monster,NA,NA
"Gashadokuro, the Skeletal Mayakashi",DARK,Zombie,Synchro Monster,NA,NA
Gatchiri @Ignister,EARTH,Cyberse,Effect Monster,NA,NA
Gate Blocker,EARTH,Rock,Effect Monster,NA,NA
Gate Deeg,DARK,Beast,Normal Monster,NA,NA
Gate Guardian,DARK,Warrior,Effect Monster,NA,NA
Gatekeeper,DARK,Machine,Normal Monster,NA,NA
Gateway Dragon,DARK,Dragon,Effect Monster,NA,NA
Gateway of the Six,NA,Continuous,Spell Card,Limited,Limited
Gateway to Chaos,NA,Field,Spell Card,NA,NA
Gateway to Dark World,NA,Quick-Play,Spell Card,NA,NA
Gather Your Mind,NA,Normal,Spell Card,NA,NA
Gatling Dragon,DARK,Machine,Fusion Monster,NA,NA
Gauntlet Launcher,EARTH,Warrior,XYZ Monster,NA,NA
Gauntlet Warrior,EARTH,Warrior,Effect Monster,NA,NA
Gazelle the King of Mythical Beasts,EARTH,Beast,Normal Monster,NA,NA
Gazer Shark,WATER,Fish,Effect Monster,NA,NA
Gear Gigant X,EARTH,Machine,XYZ Monster,NA,NA
Gear Golem the Moving Fortress,EARTH,Machine,Effect Monster,NA,NA
Gearbreed,NA,Continuous,Spell Card,NA,NA
Gearfried the Iron Knight,EARTH,Warrior,Effect Monster,NA,NA
Gearfried the Red-Eyes Iron Knight,DARK,Warrior,Effect Monster,NA,NA
Gearfried the Swordmaster,LIGHT,Warrior,Effect Monster,NA,NA
Geargia Change,NA,Quick-Play,Spell Card,NA,NA
Geargiaccelerator,EARTH,Machine,Effect Monster,NA,NA
Geargiagear,NA,Normal,Trap Card,NA,NA
Geargiagear Gigant XG,EARTH,Machine,XYZ Monster,NA,NA
Geargianchor,EARTH,Machine,Effect Monster,NA,NA
Geargiano,EARTH,Machine,Effect Monster,NA,NA
Geargiano Mk-II,EARTH,Machine,Effect Monster,NA,NA
Geargiano Mk-III,EARTH,Machine,Effect Monster,NA,NA
Geargiarmor,EARTH,Machine,Effect Monster,NA,NA
Geargiarsenal,EARTH,Machine,Effect Monster,NA,NA
Geargiattacker,EARTH,Machine,Effect Monster,NA,NA
Geargiauger,EARTH,Machine,Effect Monster,NA,NA
Gearspring Spirit,DARK,Machine,Effect Monster,NA,NA
Geartown,NA,Field,Spell Card,NA,NA
Geira Guile the Cubic King,WIND,Fairy,Effect Monster,NA,NA
Gellenduo,LIGHT,Fairy,Effect Monster,NA,NA
Gem Flash Energy,NA,Continuous,Trap Card,NA,NA
Gem-Armadillo,EARTH,Rock,Effect Monster,NA,NA
Gem-Elephant,EARTH,Rock,Effect Monster,NA,NA
Gem-Enhancement,NA,Normal,Trap Card,NA,NA
Gem-Knight Alexandrite,EARTH,Rock,Effect Monster,NA,NA
Gem-Knight Amber,EARTH,Thunder,Gemini Monster,NA,NA
Gem-Knight Amethyst,EARTH,Aqua,Fusion Monster,NA,NA
Gem-Knight Aquamarine,EARTH,Aqua,Fusion Monster,NA,NA
Gem-Knight Citrine,EARTH,Pyro,Fusion Monster,NA,NA
Gem-Knight Crystal,EARTH,Rock,Normal Monster,NA,NA
Gem-Knight Emerald,EARTH,Rock,Effect Monster,NA,NA
Gem-Knight Fusion,NA,Normal,Spell Card,NA,NA
Gem-Knight Garnet,EARTH,Pyro,Normal Monster,NA,NA
Gem-Knight Iolite,EARTH,Aqua,Gemini Monster,NA,NA
Gem-Knight Lady Brilliant Diamond,EARTH,Rock,Fusion Monster,NA,NA
Gem-Knight Lady Lapis Lazuli,EARTH,Rock,Fusion Monster,NA,NA
Gem-Knight Lapis,EARTH,Rock,Normal Monster,NA,NA
Gem-Knight Lazuli,EARTH,Rock,Effect Monster,NA,NA
Gem-Knight Master Diamond,EARTH,Rock,Fusion Monster,Limited,NA
Gem-Knight Obsidian,EARTH,Rock,Effect Monster,NA,NA
Gem-Knight Pearl,EARTH,Rock,XYZ Monster,NA,NA
Gem-Knight Phantom Quartz,EARTH,Rock,Link Monster,NA,NA
Gem-Knight Prismaura,EARTH,Thunder,Fusion Monster,NA,NA
Gem-Knight Ruby,EARTH,Pyro,Fusion Monster,NA,NA
Gem-Knight Sapphire,EARTH,Aqua,Normal Monster,NA,NA
Gem-Knight Sardonyx,EARTH,Pyro,Gemini Monster,NA,NA
Gem-Knight Seraphinite,EARTH,Fairy,Fusion Monster,NA,NA
Gem-Knight Topaz,EARTH,Thunder,Fusion Monster,NA,NA
Gem-Knight Tourmaline,EARTH,Thunder,Normal Monster,NA,NA
Gem-Knight Zirconia,EARTH,Rock,Fusion Monster,NA,NA
Gem-Merchant,EARTH,Spellcaster,Effect Monster,NA,NA
Gem-Turtle,EARTH,Rock,Flip Effect Monster,NA,NA
Gemini Ablation,NA,Continuous,Trap Card,NA,NA
Gemini Booster,NA,Normal,Trap Card,NA,NA
Gemini Counter,NA,Counter,Trap Card,NA,NA
Gemini Elf,EARTH,Spellcaster,Normal Monster,NA,NA
Gemini Imps,DARK,Fiend,Effect Monster,NA,NA
Gemini Lancer,WATER,Sea Serpent,Gemini Monster,NA,NA
Gemini Scorpion,EARTH,Warrior,Effect Monster,NA,NA
Gemini Soldier,WIND,Warrior,Gemini Monster,NA,NA
Gemini Spark,NA,Quick-Play,Spell Card,NA,NA
Gemini Summoner,WATER,Spellcaster,Effect Monster,NA,NA
Gemini Trap Hole,NA,Normal,Trap Card,NA,NA
Gendo the Ascetic Monk,WATER,Spellcaster,Effect Monster,NA,NA
Gene-Warped Warwolf,EARTH,Beast-Warrior,Normal Monster,NA,NA
Generaider Boss Bite,NA,Normal,Trap Card,NA,NA
Generaider Boss Fight,NA,Normal,Trap Card,NA,NA
Generaider Boss Loot,NA,Continuous,Spell Card,NA,NA
Generaider Boss Quest,NA,Normal,Spell Card,NA,NA
Generaider Boss Room,NA,Continuous,Trap Card,NA,NA
Generaider Boss Stage,NA,Field,Spell Card,NA,NA
General Gantala of the Ice Barrier,WATER,Warrior,Effect Monster,NA,NA
General Grunard of the Ice Barrier,WATER,Warrior,Effect Monster,NA,NA
General Raiho of the Ice Barrier,WATER,Warrior,Effect Monster,NA,NA
General Wayne of the Ice Barrier,WATER,Warrior,Effect Monster,NA,NA
Generation Force,NA,Normal,Spell Card,NA,NA
Generation Next,NA,Quick-Play,Spell Card,NA,NA
Generation Shift,NA,Normal,Trap Card,NA,NA
Genesis Dragon,LIGHT,Dragon,Effect Monster,NA,NA
Genetic Woman,WIND,Psychic,Effect Monster,NA,NA
Genex Ally Axel,DARK,Machine,Synchro Monster,NA,NA
Genex Ally Bellflame,DARK,Machine,Effect Monster,NA,NA
Genex Ally Birdman,DARK,Machine,Tuner Monster,Limited,Limited
Genex Ally Changer,DARK,Machine,Effect Monster,NA,NA
Genex Ally Chemistrer,DARK,Machine,Tuner Monster,NA,NA
Genex Ally Crusher,DARK,Machine,Effect Monster,NA,NA
Genex Ally Duradark,DARK,Machine,Effect Monster,NA,NA
Genex Ally Powercell,DARK,Machine,Effect Monster,NA,NA
Genex Ally Reliever,DARK,Machine,Effect Monster,NA,NA
Genex Ally Remote,DARK,Machine,Tuner Monster,NA,NA
Genex Ally Solid,DARK,Machine,Effect Monster,NA,NA
Genex Ally Triarm,DARK,Machine,Synchro Monster,NA,NA
Genex Ally Triforce,DARK,Machine,Synchro Monster,NA,NA
Genex Ally Volcannon,DARK,Machine,Effect Monster,NA,NA
Genex Army,EARTH,Machine,Effect Monster,NA,NA
Genex Blastfan,WIND,Spellcaster,Effect Monster,NA,NA
Genex Controller,DARK,Machine,Normal Tuner Monster,NA,NA
Genex Doctor,DARK,Spellcaster,Effect Monster,NA,NA
Genex Furnace,FIRE,Pyro,Effect Monster,NA,NA
Genex Gaia,EARTH,Rock,Effect Monster,NA,NA
Genex Neutron,LIGHT,Machine,Effect Monster,NA,NA
Genex Power Planner,LIGHT,Spellcaster,Effect Monster,NA,NA
Genex Recycled,DARK,Machine,Tuner Monster,NA,NA
Genex Searcher,EARTH,Machine,Effect Monster,NA,NA
Genex Solar,LIGHT,Machine,Effect Monster,NA,NA
Genex Spare,DARK,Machine,Tuner Monster,NA,NA
Genex Turbine,EARTH,Machine,Effect Monster,NA,NA
Genex Undine,WATER,Aqua,Effect Monster,NA,NA
Genex Worker,WIND,Machine,Effect Monster,NA,NA
Genin,LIGHT,Spellcaster,Normal Monster,NA,NA
Genomix Fighter,WIND,Psychic,Tuner Monster,NA,NA
Gentlemander,LIGHT,Reptile,Effect Monster,NA,NA
Geo Genex,EARTH,Machine,Synchro Monster,NA,NA
Geomancer of the Ice Barrier,WATER,Spellcaster,Tuner Monster,NA,NA
Geomathmech Final Sigma,FIRE,Cyberse,Synchro Monster,NA,NA
Geomathmech Magma,FIRE,Cyberse,Synchro Tuner Monster,NA,NA
Geonator Transverser,EARTH,Rock,Link Monster,NA,NA
Gergonne's End,NA,Normal,Trap Card,NA,NA
Germ Infection,NA,Equip,Spell Card,NA,NA
Gernia,DARK,Zombie,Effect Monster,NA,NA
Get Out!,NA,Normal,Trap Card,NA,NA
Get Your Game On!,NA,Continuous,Spell Card,NA,NA
Getsu Fuhma,DARK,Warrior,Effect Monster,NA,NA
Ghost Beef,DARK,Beast,Pendulum Normal Monster,NA,NA
Ghost Belle & Haunted Mansion,EARTH,Zombie,Tuner Monster,NA,NA
Ghost Bird of Bewitchment,DARK,Winged Beast,Effect Monster,NA,NA
"Ghost Charon, the Underworld Boatman",DARK,Zombie,Tuner Monster,NA,NA
Ghost Fairy Elfobia,WIND,Psychic,Effect Monster,NA,NA
Ghost Gardna,DARK,Warrior,Effect Monster,NA,NA
Ghost Knight of Jackal,EARTH,Beast-Warrior,Effect Monster,NA,NA
Ghost Meets Girl - A Mayakashi's Manuscript,NA,Quick-Play,Spell Card,NA,NA
Ghost Meets Girl - A Shiranui's Story,NA,Quick-Play,Spell Card,NA,NA
Ghost Mourner & Moonlit Chill,WIND,Zombie,Tuner Monster,NA,NA
Ghost of a Grudge,NA,Normal,Trap Card,NA,NA
Ghost Ogre & Snow Rabbit,LIGHT,Psychic,Tuner Monster,NA,NA
Ghost Reaper & Winter Cherries,DARK,Zombie,Tuner Monster,NA,NA
Ghost Ship,LIGHT,Fiend,Effect Monster,NA,NA
Ghost Sister & Spooky Dogwood,WATER,Zombie,Tuner Monster,NA,NA
Ghost Token,DARK,Fiend,Token,NA,NA
Ghostrick Alucard,DARK,Zombie,XYZ Monster,NA,NA
Ghostrick Angel of Mischief,DARK,Fairy,XYZ Monster,NA,NA
Ghostrick Break,NA,Normal,Trap Card,NA,NA
Ghostrick Doll,DARK,Spellcaster,Effect Monster,NA,NA
Ghostrick Dullahan,DARK,Fiend,XYZ Monster,NA,NA
Ghostrick Fairy,DARK,Spellcaster,Effect Monster,NA,NA
Ghostrick Ghoul,DARK,Zombie,Effect Monster,NA,NA
Ghostrick Jackfrost,DARK,Fiend,Effect Monster,NA,NA
Ghostrick Jiangshi,DARK,Zombie,Effect Monster,NA,NA
Ghostrick Lantern,DARK,Fiend,Effect Monster,NA,NA
Ghostrick Mansion,NA,Field,Spell Card,NA,NA
Ghostrick Mary,DARK,Fiend,Effect Monster,NA,NA
Ghostrick Mummy,DARK,Zombie,Effect Monster,NA,NA
Ghostrick Museum,NA,Field,Spell Card,NA,NA
Ghostrick Nekomusume,DARK,Spellcaster,Effect Monster,NA,NA
Ghostrick Night,NA,Continuous,Trap Card,NA,NA
Ghostrick Parade,NA,Field,Spell Card,NA,NA
Ghostrick Renovation,NA,Normal,Trap Card,NA,NA
Ghostrick Scare,NA,Normal,Trap Card,NA,NA
Ghostrick Skeleton,DARK,Zombie,Effect Monster,NA,NA
Ghostrick Socuteboss,DARK,Spellcaster,XYZ Monster,NA,NA
Ghostrick Specter,DARK,Fiend,Effect Monster,NA,NA
Ghostrick Stein,DARK,Zombie,Effect Monster,NA,NA
Ghostrick Vanish,NA,Normal,Trap Card,NA,NA
Ghostrick Warwolf,DARK,Zombie,Effect Monster,NA,NA
Ghostrick Witch,DARK,Spellcaster,Effect Monster,NA,NA
Ghostrick Yeti,DARK,Zombie,Effect Monster,NA,NA
Ghostrick Yuki-onna,DARK,Spellcaster,Effect Monster,NA,NA
Ghostrick-Go-Round,NA,Continuous,Trap Card,NA,NA
Ghosts From the Past,NA,Normal,Trap Card,NA,NA
Ghoul with an Appetite,DARK,Zombie,Normal Monster,NA,NA
Giant Axe Mummy,EARTH,Zombie,Effect Monster,NA,NA
Giant Ballpark,NA,Field,Spell Card,NA,NA
Giant Flea,EARTH,Insect,Normal Monster,NA,NA
Giant Germ,DARK,Fiend,Effect Monster,NA,NA
Giant Kozaky,DARK,Fiend,Effect Monster,NA,NA
Giant Mech-Soldier,EARTH,Machine,Normal Monster,NA,NA
Giant Orc,DARK,Fiend,Effect Monster,NA,NA
Giant Pairfish,WATER,Wyrm,Effect Monster,NA,NA
Giant Rat,EARTH,Beast,Effect Monster,NA,NA
Giant Red Seasnake,WATER,Aqua,Normal Monster,NA,NA
Giant Rex,EARTH,Dinosaur,Effect Monster,NA,NA
Giant Scorpion of the Tundra,EARTH,Insect,Normal Monster,NA,NA
Giant Soldier of Steel,EARTH,Rock,XYZ Monster,NA,NA
Giant Soldier of Stone,EARTH,Rock,Normal Monster,NA,NA
Giant Trap Hole,NA,Normal,Trap Card,NA,NA
Giant Trunade,NA,Normal,Spell Card,Banned,Banned
Giant Turtle Who Feeds on Flames,WATER,Aqua,Normal Monster,NA,NA
Gift Card,NA,Normal,Trap Card,NA,NA
Gift Exchange,NA,Normal,Spell Card,NA,NA
Gift Fiend Token,DARK,Fiend,Token,NA,NA
Gift of the Martyr,NA,Normal,Spell Card,NA,NA
Gift of the Mystical Elf,NA,Normal,Trap Card,NA,NA
Giga Gagagigo,WATER,Reptile,Normal Monster,NA,NA
Giga-Tech Wolf,FIRE,Machine,Normal Monster,NA,NA
Gigantes,EARTH,Rock,Effect Monster,NA,NA
Gigantic Cephalotus,EARTH,Plant,Effect Monster,NA,NA
Giganticastle,EARTH,Rock,Synchro Monster,NA,NA
Giganto,DARK,Machine,Normal Monster,NA,NA
Gigaplant,EARTH,Plant,Gemini Monster,NA,NA
Gigastone Omega,EARTH,Rock,Effect Monster,NA,NA
Gigathunder Giclops,WIND,Thunder,Pendulum Tuner Effect Monster,NA,NA
Gigobyte,WATER,Reptile,Normal Monster,NA,NA
Gil Garth,DARK,Fiend,Normal Monster,NA,NA
Gilasaurus,EARTH,Dinosaur,Effect Monster,NA,NA
Gilford the Legend,EARTH,Warrior,Effect Monster,NA,NA
Gilford the Lightning,LIGHT,Warrior,Effect Monster,NA,NA
Gillagillancer,EARTH,Warrior,Effect Monster,NA,NA
Gilti-Gearfried the Magical Steel Knight,LIGHT,Warrior,Fusion Monster,NA,NA
Giltia the D. Knight,LIGHT,Warrior,Fusion Monster,NA,NA
Gimmick Puppet Bisque Doll,DARK,Machine,Effect Monster,NA,NA
Gimmick Puppet Chimera Doll,DARK,Machine,Link Monster,NA,NA
Gimmick Puppet Des Troy,DARK,Machine,Effect Monster,NA,NA
Gimmick Puppet Dreary Doll,DARK,Machine,Effect Monster,NA,NA
Gimmick Puppet Egg Head,EARTH,Machine,Effect Monster,NA,NA
Gimmick Puppet Gear Changer,EARTH,Machine,Effect Monster,NA,NA
Gimmick Puppet Gigantes Doll,DARK,Machine,XYZ Monster,NA,NA
Gimmick Puppet Humpty Dumpty,DARK,Machine,Effect Monster,NA,NA
Gimmick Puppet Magnet Doll,DARK,Machine,Effect Monster,NA,NA
Gimmick Puppet Nightmare,DARK,Machine,Effect Monster,NA,NA
Gimmick Puppet Scissor Arms,DARK,Machine,Effect Monster,NA,NA
Gimmick Puppet Shadow Feeler,DARK,Machine,Effect Monster,NA,NA
Gimmick Puppet Terror Baby,DARK,Machine,Effect Monster,NA,NA
Gimmick Puppet Twilight Joker,DARK,Machine,Effect Monster,NA,NA
Gingerbread House,NA,Continuous,Spell Card,NA,NA
Girochin Kuwagata,WIND,Insect,Normal Monster,NA,NA
"Girsu, the Orcust Mekk-Knight",DARK,Machine,Effect Monster,NA,NA
Gishki Abyss,WATER,Fish,Effect Monster,NA,NA
Gishki Aquamirror,NA,Ritual,Spell Card,NA,NA
Gishki Ariel,WATER,Spellcaster,Flip Effect Monster,NA,NA
Gishki Avance,WATER,Spellcaster,Effect Monster,NA,NA
Gishki Beast,WATER,Beast,Effect Monster,NA,NA
Gishki Chain,WATER,Sea Serpent,Effect Monster,NA,NA
Gishki Diviner,WATER,Sea Serpent,Effect Monster,NA,NA
Gishki Emilia,WATER,Spellcaster,Spirit Monster,NA,NA
Gishki Marker,WATER,Aqua,Effect Monster,NA,NA
Gishki Mollusk,WATER,Aqua,Effect Monster,NA,NA
Gishki Natalia,WATER,Spellcaster,Spirit Monster,NA,NA
Gishki Noellia,WATER,Spellcaster,Effect Monster,NA,NA
Gishki Photomirror,NA,Ritual,Spell Card,NA,NA
Gishki Psychelone,WATER,Fiend,Ritual Effect Monster,NA,NA
Gishki Reliever,WATER,Aqua,Effect Monster,NA,NA
Gishki Shadow,WATER,Sea Serpent,Effect Monster,NA,NA
Gishki Vanity,WATER,Aqua,Effect Monster,NA,NA
Gishki Vision,WATER,Sea Serpent,Effect Monster,NA,NA
Gishki Zielgigas,WATER,Aqua,Ritual Effect Monster,NA,NA
Give and Take,NA,Normal,Trap Card,NA,NA
Gizmek Ibuki,WATER,Machine,Effect Monster,NA,NA
Gizmek Inaba,WIND,Machine,Effect Monster,NA,NA
"Gizmek Kaku, the Supreme Shining Sky Stag",FIRE,Machine,Effect Monster,NA,NA
Gizmek Legend - Kamitsukawashiime-no-Kikie,NA,Field,Spell Card,NA,NA
"Gizmek Makami, the Ferocious Fanged Fortress",WIND,Machine,Effect Monster,NA,NA
Gizmek Naganaki,LIGHT,Machine,Effect Monster,NA,NA
"Gizmek Okami, the Dreaded Deluge Dragon",WATER,Machine,Effect Monster,NA,NA
"Gizmek Orochi, the Serpentron Sky Slasher",DARK,Machine,Effect Monster,NA,NA
Gizmek Taniguku,EARTH,Machine,Effect Monster,NA,NA
"Gizmek Uka, the Festive Fox of Fecundity",EARTH,Machine,Effect Monster,NA,NA
"Gizmek Yata, the Gleaming Vanguard",LIGHT,Machine,Effect Monster,NA,NA
Glacial Beast Blizzard Wolf,WATER,Aqua,Effect Monster,NA,NA
Glacial Beast Iceberg Narwhal,WATER,Aqua,Synchro Monster,NA,NA
Glacial Beast Polar Penguin,WATER,Aqua,Tuner Monster,NA,NA
Gladiator Beast Alexander,LIGHT,Beast,Effect Monster,NA,NA
