name,attribute,class,type,ban_tcg,ban_ocg
Dark Mimic LV1,DARK,Fiend,Flip Effect Monster,NA,NA
Dark Mimic LV3,DARK,Fiend,Effect Monster,NA,NA
Dark Mirror Force,SPELL/TRAP,Normal,Normal Trap,NA,NA
Dark Necrofear,DARK,Fiend,Effect Monster,NA,NA
Dark Nephthys,DARK,Winged Beast,Effect Monster,NA,NA
Dark Paladin,DARK,Spellcaster,Fusion Monster,NA,NA
Dark Plant,DARK,Plant,Normal Monster,NA,NA
Dark Prisoner,DARK,Fiend,Normal Monster,NA,NA
Dark Rabbit,DARK,Beast,Normal Monster,NA,NA
Dark Rebellion Xyz Dragon,DARK,Dragon,XYZ Monster,NA,NA
Dark Red Enchanter,DARK,Spellcaster,Effect Monster,NA,NA
Dark Renewal,SPELL/TRAP,Normal,Normal Trap,NA,NA
Dark Requiem Xyz Dragon,DARK,Dragon,XYZ Monster,NA,NA
Dark Resonator,DARK,Fiend,Tuner Monster,NA,NA
Dark Room of Nightmare,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
Dark Rose Fairy,DARK,Fairy,Effect Monster,NA,NA
Dark Ruler Ha Des,DARK,Fiend,Effect Monster,NA,NA
Dark Ruler No More,SPELL/TRAP,Normal,Normal Spell,NA,NA
Dark Sacrifice,SPELL/TRAP,Normal,Normal Trap,NA,NA
Dark Sage,DARK,Spellcaster,Effect Monster,NA,NA
Dark Sanctuary,SPELL/TRAP,Field,Field Spell,NA,NA
Dark Scheme,SPELL/TRAP,Normal,Normal Trap,NA,NA
Dark Scorpion - Chick the Yellow,DARK,Warrior,Effect Monster,NA,NA
Dark Scorpion - Cliff the Trap Remover,DARK,Warrior,Effect Monster,NA,NA
Dark Scorpion - Gorg the Strong,DARK,Warrior,Effect Monster,NA,NA
Dark Scorpion - Meanae the Thorn,DARK,Warrior,Effect Monster,NA,NA
Dark Scorpion Burglars,DARK,Warrior,Effect Monster,NA,NA
Dark Scorpion Combination,SPELL/TRAP,Normal,Normal Trap,NA,NA
Dark Shade,WIND,Fiend,Normal Monster,NA,NA
Dark Simorgh,DARK,Winged Beast,Effect Monster,NA,NA
Dark Smog,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Dark Snake Syndrome,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
Dark Soul Token,DARK,Zombie,Token,NA,NA
Dark Spell Regeneration,SPELL/TRAP,Normal,Normal Trap,NA,NA
Dark Spider,DARK,Insect,Effect Monster,NA,NA
Dark Spirit Art - Greed,SPELL/TRAP,Normal,Normal Trap,NA,NA
Dark Spirit of Banishment,DARK,Fiend,Effect Monster,NA,NA
Dark Spirit of Malice,DARK,Fiend,Effect Monster,NA,NA
Dark Spirit of the Silent,SPELL/TRAP,Normal,Normal Trap,NA,NA
Dark Spirit's Mastery,SPELL/TRAP,Normal,Normal Spell,NA,NA
Dark Strike Fighter,DARK,Machine,Synchro Monster,NA,NA
Dark Summoning Beast,DARK,Fiend,Effect Monster,NA,NA
Dark Templar @Ignister,DARK,Cyberse,Link Monster,NA,NA
Dark Tinker,DARK,Fiend,Tuner Monster,NA,NA
Dark Titan of Terror,DARK,Fiend,Normal Monster,NA,NA
Dark Valkyria,DARK,Fairy,Gemini Monster,NA,NA
Dark Verger,EARTH,Plant,Effect Monster,NA,NA
Dark Voltanis,DARK,Fairy,Effect Monster,NA,NA
Dark Witch,LIGHT,Fairy,Normal Monster,NA,NA
Dark World Brainwashing,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Dark World Dealings,SPELL/TRAP,Normal,Normal Spell,NA,NA
Dark World Grimoire,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
Dark World Lightning,SPELL/TRAP,Normal,Normal Spell,NA,NA
Dark Zebra,EARTH,Beast,Effect Monster,NA,NA
Dark-Eye Nightmare,DARK,Fiend,Effect Monster,NA,NA
Dark-Eyes Illusionist,DARK,Spellcaster,Flip Effect Monster,NA,NA
Dark-Piercing Light,SPELL/TRAP,Normal,Normal Spell,NA,NA
Darkbishop Archfiend,WATER,Fiend,Effect Monster,NA,NA
Darkblaze Dragon,FIRE,Dragon,Effect Monster,NA,NA
"Darkest Diabolos, Lord of the Lair",DARK,Dragon,Effect Monster,NA,NA
Darkfall,SPELL/TRAP,Normal,Normal Trap,NA,NA
Darkfire Dragon,DARK,Dragon,Fusion Monster,NA,NA
Darkfire Soldier #1,FIRE,Pyro,Normal Monster,NA,NA
Darkfire Soldier #2,FIRE,Pyro,Normal Monster,NA,NA
Darkflare Dragon,DARK,Dragon,Effect Monster,NA,NA
Darklight,SPELL/TRAP,Normal,Normal Trap,NA,NA
Darklon,DARK,Fiend,Effect Monster,NA,NA
Darklord Amdusc,DARK,Fairy,Effect Monster,NA,NA
Darklord Asmodeus,DARK,Fairy,Effect Monster,NA,NA
Darklord Contact,SPELL/TRAP,Normal,Normal Spell,NA,NA
Darklord Descent,SPELL/TRAP,Normal,Normal Trap,NA,NA
Darklord Desire,DARK,Fairy,Effect Monster,NA,NA
Darklord Edeh Arae,DARK,Fairy,Effect Monster,NA,NA
Darklord Enchantment,SPELL/TRAP,Normal,Normal Trap,NA,NA
Darklord Ixchel,DARK,Fairy,Effect Monster,NA,NA
Darklord Marie,DARK,Fiend,Effect Monster,NA,NA
Darklord Morningstar,DARK,Fairy,Effect Monster,NA,NA
Darklord Nasten,DARK,Fairy,Effect Monster,NA,NA
Darklord Nergal,DARK,Fairy,Effect Monster,NA,NA
Darklord Nurse Reficule,DARK,Fairy,Effect Monster,NA,NA
Darklord Rebellion,SPELL/TRAP,Normal,Normal Trap,NA,NA
Darklord Superbia,DARK,Fairy,Effect Monster,NA,NA
Darklord Tezcatlipoca,DARK,Fairy,Effect Monster,NA,NA
Darklord Ukoback,DARK,Fairy,Effect Monster,NA,NA
Darklord Uprising,SPELL/TRAP,Normal,Normal Trap,NA,NA
Darklord Zerato,DARK,Fairy,Effect Monster,NA,NA
Darkness Approaches,SPELL/TRAP,Normal,Normal Spell,NA,NA
Darkness Destroyer,DARK,Fiend,Effect Monster,NA,NA
"Darkness Metal, the Dragon of Dark Steel",DARK,Dragon,Link Monster,NA,NA
Darkness Neosphere,DARK,Fiend,Effect Monster,NA,NA
Darknight Parshath,DARK,Fairy,Effect Monster,NA,NA
Darksea Float,DARK,Machine,Effect Monster,NA,NA
Darksea Rescue,DARK,Machine,Effect Monster,NA,NA
Darkstorm Dragon,DARK,Dragon,Gemini Monster,NA,NA
Darktellarknight Batlamyus,DARK,Warrior,XYZ Monster,NA,NA
Darkworld Shackles,SPELL/TRAP,Equip,Equip Spell,NA,NA
Darkworld Thorns,EARTH,Plant,Normal Monster,NA,NA
Daruma Dropper,EARTH,Warrior,Effect Monster,NA,NA
Dash Warrior,WIND,Warrior,Effect Monster,NA,NA
Data Acorn Token,DARK,Cyberse,Token,NA,NA
Data Token,LIGHT,Cyberse,Token,NA,NA
Datacorn,DARK,Cyberse,Effect Monster,NA,NA
Dawn Knight,LIGHT,Warrior,Effect Monster,NA,NA
Dawn of the Herald,SPELL/TRAP,Ritual,Ritual Spell,NA,NA
Dawnbreak Gardna,LIGHT,Warrior,Gemini Monster,NA,NA
Day-Breaker the Shining Magical Warrior,LIGHT,Spellcaster,Link Monster,NA,NA
Daybreaker,LIGHT,Warrior,Effect Monster,NA,NA
De-Fusion,SPELL/TRAP,Quick-Play,Quick-Play Spell,NA,NA
De-Spell,SPELL/TRAP,Normal,Normal Spell,NA,NA
De-Synchro,SPELL/TRAP,Normal,Normal Spell,NA,NA
Deal of Phantom,SPELL/TRAP,Normal,Normal Trap,NA,NA
Dealer's Choice,SPELL/TRAP,Normal,Normal Trap,NA,NA
Debris Dragon,WIND,Dragon,Tuner Monster,NA,NA
Debunk,SPELL/TRAP,Counter,Counter Trap,NA,NA
Decayed Commander,EARTH,Zombie,Effect Monster,NA,NA
Deck Devastation Virus,SPELL/TRAP,Normal,Normal Trap,NA,NA
Deck Lockdown,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
Decode Destruction,SPELL/TRAP,Normal,Normal Spell,NA,NA
Decode Talker,DARK,Cyberse,Link Monster,NA,NA
Decode Talker Extended,DARK,Cyberse,Link Monster,NA,NA
Decode Talker Heatsoul,FIRE,Cyberse,Link Monster,NA,NA
Decoy Dragon,FIRE,Dragon,Effect Monster,NA,NA
Decoyroid,WIND,Machine,Effect Monster,NA,NA
Dedication through Light and Darkness,SPELL/TRAP,Quick-Play,Quick-Play Spell,NA,NA
Deep Dark Trap Hole,SPELL/TRAP,Normal,Normal Trap,NA,NA
Deep Diver,WATER,Aqua,Effect Monster,NA,NA
Deep Sea Aria,SPELL/TRAP,Normal,Normal Spell,NA,NA
Deep Sea Artisan,WATER,Sea Serpent,Effect Monster,NA,NA
Deep Sea Diva,WATER,Sea Serpent,Tuner Monster,NA,NA
Deep Sea Minstrel,WATER,Sea Serpent,Tuner Monster,NA,NA
Deep Sea Prima Donna,WATER,Sea Serpent,Synchro Tuner Monster,NA,NA
Deep Sea Sentry,WATER,Sea Serpent,Effect Monster,NA,NA
Deep Sweeper,WATER,Fish,Effect Monster,NA,NA
Deep-Eyes White Dragon,LIGHT,Dragon,Effect Monster,NA,NA
Deep-Space Cruiser IX,LIGHT,Machine,Effect Monster,NA,NA
Deepsea Macrotrema,WATER,Fish,Effect Monster,NA,NA
Deepsea Shark,WATER,Fish,Fusion Monster,NA,NA
Deepsea Warrior,WATER,Warrior,Effect Monster,NA,NA
Defcon Bird,WIND,Cyberse,Effect Monster,NA,NA
Defect Compiler,LIGHT,Cyberse,Effect Monster,NA,NA
Defender of Nephthys,WIND,Spellcaster,Effect Monster,NA,NA
Defender of the Ice Barrier,WATER,Aqua,Tuner Monster,NA,NA
Defender of the Labyrinth,EARTH,Warrior,Link Monster,NA,NA
"Defender, the Magical Knight",LIGHT,Spellcaster,Effect Monster,NA,NA
Defenders Intersect,SPELL/TRAP,Normal,Normal Trap,NA,NA
Defense Draw,SPELL/TRAP,Normal,Normal Trap,NA,NA
Defense Zone,SPELL/TRAP,Field,Field Spell,NA,NA
Defensive Tactics,SPELL/TRAP,Normal,Normal Trap,NA,NA
Defrag Dragon,DARK,Dragon,Effect Monster,NA,NA
Degen-Force,SPELL/TRAP,Normal,Normal Trap,NA,NA
Degenerate Circuit,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
Degrade Buster,FIRE,Cyberse,Effect Monster,NA,NA
Dekoichi the Battlechanted Locomotive,DARK,Machine,Flip Effect Monster,NA,NA
Delg the Dark Monarch,DARK,Spellcaster,Effect Monster,NA,NA
Delinquent Duo,SPELL/TRAP,Normal,Normal Spell,Banned,Banned
Delta Attacker,SPELL/TRAP,Normal,Normal Spell,NA,NA
Delta Crow - Anti Reverse,SPELL/TRAP,Normal,Normal Trap,NA,NA
Delta Flyer,WIND,Dragon,Tuner Monster,NA,NA
Delta The Magnet Warrior,EARTH,Rock,Effect Monster,NA,NA
Delta Tri,LIGHT,Machine,Effect Monster,NA,NA
Demise of the Land,SPELL/TRAP,Quick-Play,Quick-Play Spell,NA,NA
"Demise, Agent of Armageddon",DARK,Fiend,Ritual Effect Monster,NA,NA
"Demise, King of Armageddon",DARK,Fiend,Ritual Effect Monster,NA,NA
"Demise, Supreme King of Armageddon",DARK,Fiend,Ritual Effect Monster,NA,NA
Demotion,SPELL/TRAP,Equip,Equip Spell,NA,NA
"Denglong, First of the Yang Zing",LIGHT,Wyrm,Synchro Tuner Monster,Banned,NA
Denko Sekka,LIGHT,Thunder,Effect Monster,NA,NA
Depth Amulet,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Depth Shark,WATER,Fish,Effect Monster,NA,NA
Depths of the Abhyss,SPELL/TRAP,Field,Field Spell,NA,NA
Des Counterblow,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Des Croaking,SPELL/TRAP,Normal,Normal Spell,NA,NA
Des Dendle,EARTH,Plant,Union Effect Monster,NA,NA
Des Feral Imp,DARK,Reptile,Flip Effect Monster,NA,NA
Des Frog,WATER,Aqua,Effect Monster,NA,NA
Des Kangaroo,DARK,Beast,Effect Monster,NA,NA
Des Koala,DARK,Beast,Flip Effect Monster,NA,NA
Des Lacooda,EARTH,Zombie,Effect Monster,NA,NA
Des Mosquito,DARK,Insect,Effect Monster,NA,NA
Des Volstgalph,EARTH,Dragon,Effect Monster,NA,NA
Des Wombat,EARTH,Beast,Effect Monster,NA,NA
Descending Lost Star,SPELL/TRAP,Normal,Normal Trap,NA,NA
Desert Locusts,EARTH,Insect,Synchro Tuner Monster,NA,NA
Desert Protector,EARTH,Insect,Effect Monster,NA,NA
Desert Sunlight,SPELL/TRAP,Normal,Normal Trap,NA,NA
Desert Twister,WIND,Fiend,Effect Monster,NA,NA
Desertapir,EARTH,Beast,Flip Effect Monster,NA,NA
Designer Frightfur,SPELL/TRAP,Normal,Normal Trap,NA,NA
Deskbot 001,EARTH,Machine,Tuner Monster,NA,NA
Deskbot 002,EARTH,Machine,Effect Monster,NA,NA
Deskbot 003,EARTH,Machine,Effect Monster,NA,NA
Deskbot 004,EARTH,Machine,Effect Monster,NA,NA
Deskbot 005,EARTH,Machine,Pendulum Effect Monster,NA,NA
Deskbot 006,EARTH,Machine,Pendulum Effect Monster,NA,NA
Deskbot 007,EARTH,Machine,Pendulum Effect Monster,NA,NA
Deskbot 008,EARTH,Machine,Pendulum Effect Monster,NA,NA
Deskbot 009,EARTH,Machine,Effect Monster,NA,NA
Deskbot Base,SPELL/TRAP,Field,Field Spell,NA,NA
Deskbot Jet,EARTH,Machine,Synchro Monster,NA,NA
Desmanian Devil,EARTH,Beast,Effect Monster,NA,NA
Despair from the Dark,DARK,Zombie,Effect Monster,NA,NA
Desperado Barrel Dragon,DARK,Machine,Effect Monster,NA,NA
Desperate Tag,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Desrook Archfiend,LIGHT,Fiend,Effect Monster,NA,NA
Destined Rivals,SPELL/TRAP,Normal,Normal Trap,NA,NA
Destiny Board,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Destiny Draw,SPELL/TRAP,Normal,Normal Spell,NA,NA
Destiny Draw (Skill Card),SPELL/TRAP,Yugi,Skill Card,NA,NA
Destiny End Dragoon,DARK,Warrior,Fusion Monster,NA,NA
Destiny HERO - Blade Master,DARK,Warrior,Effect Monster,NA,NA
Destiny HERO - Captain Tenacious,DARK,Warrior,Effect Monster,NA,NA
Destiny HERO - Celestial,DARK,Warrior,Effect Monster,NA,NA
Destiny HERO - Dangerous,DARK,Warrior,Fusion Monster,NA,NA
Destiny HERO - Dark Angel,DARK,Warrior,Effect Monster,NA,NA
Destiny HERO - Dasher,DARK,Warrior,Effect Monster,NA,NA
Destiny HERO - Decider,DARK,Warrior,Effect Monster,NA,NA
Destiny HERO - Defender,DARK,Warrior,Effect Monster,NA,NA
Destiny HERO - Departed,DARK,Warrior,Effect Monster,NA,NA
Destiny HERO - Diamond Dude,DARK,Warrior,Effect Monster,NA,NA
Destiny HERO - Disk Commander,DARK,Warrior,Effect Monster,NA,NA
Destiny HERO - Dogma,DARK,Warrior,Effect Monster,NA,NA
Destiny HERO - Dominance,DARK,Warrior,Fusion Monster,NA,NA
Destiny HERO - Doom Lord,DARK,Warrior,Effect Monster,NA,NA
Destiny HERO - Double Dude,DARK,Warrior,Effect Monster,NA,NA
Destiny HERO - Drawhand,DARK,Warrior,Effect Monster,NA,NA
Destiny HERO - Dread Servant,DARK,Warrior,Effect Monster,NA,NA
Destiny HERO - Dreadmaster,DARK,Warrior,Effect Monster,NA,NA
Destiny HERO - Dreamer,DARK,Warrior,Effect Monster,NA,NA
Destiny HERO - Drilldark,DARK,Warrior,Effect Monster,NA,NA
Destiny HERO - Dunker,DARK,Warrior,Effect Monster,NA,NA
Destiny HERO - Dusktopia,DARK,Warrior,Fusion Monster,NA,NA
Destiny HERO - Dynatag,DARK,Warrior,Effect Monster,NA,NA
Destiny HERO - Dystopia,DARK,Warrior,Fusion Monster,NA,NA
Destiny HERO - Fear Monger,DARK,Warrior,Effect Monster,NA,NA
Destiny HERO - Malicious,DARK,Warrior,Effect Monster,Semi-Limited,Semi-Limited
Destiny HERO - Plasma,DARK,Warrior,Effect Monster,NA,NA
Destiny Mirage,SPELL/TRAP,Normal,Normal Trap,NA,NA
Destiny Signal,SPELL/TRAP,Normal,Normal Trap,NA,NA
Destroyer Golem,EARTH,Rock,Normal Monster,NA,NA
Destroyersaurus,EARTH,Dinosaur,Effect Monster,NA,NA
Destruct Potion,SPELL/TRAP,Normal,Normal Trap,NA,NA
Destruction Cyclone,WIND,Reptile,Effect Monster,NA,NA
Destruction Dragon,FIRE,Dragon,Fusion Monster,NA,NA
Destruction Jammer,SPELL/TRAP,Counter,Counter Trap,NA,NA
Destruction of Destiny,SPELL/TRAP,Normal,Normal Trap,NA,NA
Destruction Punch,SPELL/TRAP,Normal,Normal Trap,NA,NA
Destruction Ring,SPELL/TRAP,Normal,Normal Trap,NA,NA
Destruction Sword Flash,SPELL/TRAP,Normal,Normal Trap,NA,NA
Destruction Sword Memories,SPELL/TRAP,Normal,Normal Trap,NA,NA
Destruction Swordsman Fusion,SPELL/TRAP,Quick-Play,Quick-Play Spell,NA,NA
Destructive Draw,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Destructotron,EARTH,Psychic,Effect Monster,NA,NA
Destrudo the Lost Dragon's Frisson,DARK,Dragon,Tuner Monster,Banned,NA
Detonate,SPELL/TRAP,Quick-Play,Quick-Play Spell,NA,NA
Detonate Deleter,DARK,Cyberse,Link Monster,NA,NA
"Detonator Circle ""A""",SPELL/TRAP,Normal,Normal Trap,NA,NA
Deus Token,DARK,Fairy,Token,NA,NA
Deus X-Krawler,EARTH,Insect,Effect Monster,NA,NA
Devotee of Nephthys,WIND,Spellcaster,Ritual Effect Monster,NA,NA
Dewdark of the Ice Barrier,WATER,Aqua,Tuner Monster,NA,NA
"Dewloren, Tiger King of the Ice Barrier",WATER,Beast,Synchro Monster,NA,NA
Dhampir Vampire Sheridan,DARK,Zombie,XYZ Monster,NA,NA
Dharc the Dark Charmer,DARK,Spellcaster,Flip Effect Monster,NA,NA
Dharma Cannon,DARK,Machine,Normal Monster,NA,NA
Dharma-Eye Magician,LIGHT,Spellcaster,Pendulum Effect Monster,NA,NA
"Diabolos, King of the Abyss",DARK,Dragon,Effect Monster,NA,NA
Diabound Kernel,DARK,Fiend,Effect Monster,NA,NA
Diamond Core of Koa'ki Meiru,SPELL/TRAP,Normal,Normal Spell,NA,NA
Diamond Dire Wolf,EARTH,Beast,XYZ Monster,NA,NA
Diamond Dust,SPELL/TRAP,Normal,Normal Trap,NA,NA
Diamond Duston,SPELL/TRAP,Normal,Normal Trap,NA,NA
Diamond-Dust Cyclone,SPELL/TRAP,Quick-Play,Quick-Play Spell,NA,NA
Dian Keto the Cure Master,SPELL/TRAP,Normal,Normal Spell,NA,NA
Diana the Light Spirit,LIGHT,Thunder,Effect Monster,NA,NA
Dice Armadillo,EARTH,Machine,Normal Monster,NA,NA
Dice It,SPELL/TRAP,Normal,Normal Trap,NA,NA
Dice Jar,LIGHT,Rock,Flip Effect Monster,NA,NA
Dice Re-Roll,SPELL/TRAP,Normal,Normal Trap,NA,NA
Dice Roll Battle,SPELL/TRAP,Normal,Normal Trap,NA,NA
Dice Try!,SPELL/TRAP,Counter,Counter Trap,NA,NA
Dice-nied,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Diced Dice,SPELL/TRAP,Quick-Play,Quick-Play Spell,NA,NA
Dicelops,FIRE,Machine,Effect Monster,NA,NA
Dicephoon,SPELL/TRAP,Quick-Play,Quick-Play Spell,NA,NA
Diceversity,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Different Dimension Capsule,SPELL/TRAP,Normal,Normal Spell,NA,NA
Different Dimension Deepsea Trench,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
Different Dimension Dragon,LIGHT,Dragon,Effect Monster,NA,NA
Different Dimension Encounter,SPELL/TRAP,Normal,Normal Trap,NA,NA
Different Dimension Gate,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
Different Dimension Ground,SPELL/TRAP,Normal,Normal Trap,NA,NA
Diffusion Wave-Motion,SPELL/TRAP,Normal,Normal Spell,NA,NA
Dig Beak,EARTH,Beast,Normal Monster,NA,NA
Dig of Destiny,SPELL/TRAP,Normal,Normal Trap,NA,NA
Digging for Gold,SPELL/TRAP,David,Skill Card,NA,NA
Digital Bug Centibit,LIGHT,Insect,Effect Monster,NA,NA
Digital Bug Cocoondenser,LIGHT,Insect,Effect Monster,NA,NA
Digital Bug Corebage,LIGHT,Insect,XYZ Monster,NA,NA
Digital Bug LEDybug,LIGHT,Insect,Effect Monster,NA,NA
Digital Bug Registrider,LIGHT,Insect,Effect Monster,NA,NA
Digital Bug Rhinosebus,LIGHT,Insect,XYZ Monster,NA,NA
Digital Bug Scaradiator,LIGHT,Insect,XYZ Monster,NA,NA
Digital Bug Websolder,LIGHT,Insect,Effect Monster,NA,NA
Digitron,EARTH,Cyberse,Normal Monster,NA,NA
"Digvorzhak, King of Heavy Industry",EARTH,Machine,XYZ Monster,NA,NA
Dillingerous Dragon,DARK,Dragon,Link Monster,NA,NA
Dimension Distortion,SPELL/TRAP,Normal,Normal Spell,NA,NA
Dimension Explosion,SPELL/TRAP,Quick-Play,Quick-Play Spell,NA,NA
Dimension Fortress Weapon,DARK,Machine,Effect Monster,NA,NA
Dimension Fusion,SPELL/TRAP,Normal,Normal Spell,Banned,Banned
Dimension Fusion Destruction,SPELL/TRAP,Normal,Normal Spell,NA,NA
Dimension Gate,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Dimension Guardian,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Dimension Jar,DARK,Machine,Flip Effect Monster,NA,NA
Dimension Mirage,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Dimension Reflector,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Dimension Shifter,DARK,Spellcaster,Effect Monster,NA,NA
Dimension Slice,SPELL/TRAP,Normal,Normal Trap,NA,NA
Dimension Sphinx,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Dimension Wall,SPELL/TRAP,Normal,Normal Trap,NA,NA
Dimension Wanderer,LIGHT,Spellcaster,Effect Monster,NA,NA
Dimensional Alchemist,LIGHT,Fairy,Effect Monster,NA,NA
Dimensional Barrier,SPELL/TRAP,Normal,Normal Trap,NA,NA
Dimensional Fissure,SPELL/TRAP,Continuous,Continuous Spell,Limited,NA
Dimensional Inversion,SPELL/TRAP,Normal,Normal Trap,NA,NA
Dimensional Prison,SPELL/TRAP,Normal,Normal Trap,NA,NA
Dimensionhole,SPELL/TRAP,Normal,Normal Spell,NA,NA
"Dingirsu, the Orcust of the Evening Star",DARK,Machine,XYZ Monster,NA,NA
Dino Destruction,SPELL/TRAP,Rex,Skill Card,NA,NA
Dino-Sewing,EARTH,Fiend,Effect Monster,NA,NA
Dinomic Powerload,SPELL/TRAP,Field,Field Spell,NA,NA
"Dinomight Knight, the True Dracofighter",WATER,Wyrm,Effect Monster,Limited,NA
Dinomist Ankylos,WATER,Machine,Pendulum Effect Monster,NA,NA
Dinomist Brachion,WATER,Machine,Pendulum Effect Monster,NA,NA
Dinomist Ceratops,WATER,Machine,Pendulum Effect Monster,NA,NA
Dinomist Charge,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
Dinomist Eruption,SPELL/TRAP,Normal,Normal Trap,NA,NA
Dinomist Plesios,WATER,Machine,Pendulum Effect Monster,NA,NA
Dinomist Pteran,WATER,Machine,Pendulum Effect Monster,NA,NA
Dinomist Rex,WATER,Machine,Pendulum Effect Monster,NA,NA
Dinomist Rush,SPELL/TRAP,Normal,Normal Trap,NA,NA
Dinomist Spinos,WATER,Machine,Pendulum Effect Monster,NA,NA
Dinomist Stegosaur,WATER,Machine,Pendulum Effect Monster,NA,NA
Dinomists Howling,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Dinosaur Kingdom,SPELL/TRAP,Rex,Skill Card,NA,NA
"Dinoster Power, the Mighty Dracoslayer",WATER,Dragon,Fusion Monster,NA,NA
Dinowrestler Capaptera,WIND,Dinosaur,Effect Monster,NA,NA
Dinowrestler Capoeiraptor,EARTH,Dinosaur,Effect Monster,NA,NA
Dinowrestler Chimera T Wrextle,EARTH,Dinosaur,Fusion Monster,NA,NA
Dinowrestler Coelasilat,EARTH,Dinosaur,Tuner Monster,NA,NA
Dinowrestler Eskrimamenchi,EARTH,Dinosaur,Effect Monster,NA,NA
Dinowrestler Giga Spinosavate,EARTH,Dinosaur,Synchro Monster,NA,NA
Dinowrestler Iguanodraka,EARTH,Dinosaur,Effect Monster,NA,NA
Dinowrestler King T Wrextle,EARTH,Dinosaur,Link Monster,NA,NA
Dinowrestler Martial Ampelo,EARTH,Dinosaur,Effect Monster,NA,NA
Dinowrestler Martial Anga,EARTH,Dinosaur,Effect Monster,NA,NA
Dinowrestler Martial Ankylo,EARTH,Dinosaur,Effect Monster,NA,NA
Dinowrestler Pankratops,EARTH,Dinosaur,Effect Monster,Limited,Limited
Dinowrestler Rambrachio,EARTH,Dinosaur,Effect Monster,NA,NA
Dinowrestler Systegosaur,EARTH,Dinosaur,Effect Monster,NA,NA
Dinowrestler Terra Parkourio,EARTH,Dinosaur,Link Monster,NA,NA
Dinowrestler Valeonyx,EARTH,Dinosaur,Effect Monster,NA,NA
Diplexer Chimera,LIGHT,Cyberse,Fusion Monster,NA,NA
Dirge of the Lost Dragon,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
Disappear,SPELL/TRAP,Normal,Normal Trap,NA,NA
Disarm,SPELL/TRAP,Counter,Counter Trap,NA,NA
Disarmament,SPELL/TRAP,Normal,Normal Trap,NA,NA
Disc Fighter,EARTH,Warrior,Effect Monster,NA,NA
Disciple of Nephthys,WIND,Spellcaster,Effect Monster,NA,NA
Disciple of the Forbidden Spell,LIGHT,Warrior,Effect Monster,NA,NA
Disciples of the True Dracophoenix,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
Discord,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Disenchanter,LIGHT,Spellcaster,Effect Monster,NA,NA
Disk Magician,DARK,Machine,Normal Monster,NA,NA
Diskblade Rider,WIND,Fiend,Effect Monster,NA,NA
Disposable Learner Device,SPELL/TRAP,Equip,Equip Spell,NA,NA
Dissolverock,EARTH,Rock,Normal Monster,NA,NA
Disturbance Strategy,SPELL/TRAP,Normal,Normal Trap,NA,NA
Divine Arsenal AA-ZEUS - Sky Thunder,LIGHT,Machine,XYZ Monster,NA,NA
Divine Dragon - Excelion,LIGHT,Dragon,Effect Monster,NA,NA
Divine Dragon Apocralyph,DARK,Dragon,Effect Monster,NA,NA
Divine Dragon Aquabizarre,WATER,Sea Serpent,Effect Monster,NA,NA
Divine Dragon Knight Felgrand,LIGHT,Warrior,XYZ Monster,NA,NA
Divine Dragon Lord Felgrand,LIGHT,Dragon,Effect Monster,NA,NA
Divine Dragon Ragnarok,LIGHT,Dragon,Normal Monster,NA,NA
Divine Dragon Token,WATER,Fish,Token,NA,NA
Divine Evolution,SPELL/TRAP,Normal,Normal Spell,NA,NA
Divine Grace - Northwemko,LIGHT,Spellcaster,Ritual Effect Monster,NA,NA
Divine Knight Ishzark,LIGHT,Warrior,Effect Monster,NA,NA
Divine Punishment,SPELL/TRAP,Counter,Counter Trap,NA,NA
Divine Relic Mjollnir,SPELL/TRAP,Normal,Normal Trap,NA,NA
Divine Serpent Geh,DARK,Reptile,Effect Monster,NA,NA
Divine Sword - Phoenix Blade,SPELL/TRAP,Equip,Equip Spell,NA,Banned
